3.462526947259902954e-04,2.627756074070930481e-02,1.389626180753111839e-03,6.693943738937377930e-01,2.148697525262832642e-01,8.772242814302444458e-02
7.456807615824345703e-09,8.873457312583923340e-01,3.730080688768566688e-09,1.966810032172361389e-06,6.174611257847573142e-07,1.126516014337539673e-01
1.120886583549918214e-08,9.598505496978759766e-01,6.293618781683107954e-08,3.293889676569961011e-05,6.305412171059288085e-06,4.011007025837898254e-02
1.097557245088864875e-07,9.481467604637145996e-01,7.479502528440207243e-06,1.339230407029390335e-02,9.247367270290851593e-04,3.752864152193069458e-02
5.433337355498224497e-05,4.309049472794868052e-05,2.395845353603363037e-01,2.751768799498677254e-03,7.559849023818969727e-01,1.581391319632530212e-03
7.345544145209714770e-05,4.768124781548976898e-04,4.022668581455945969e-03,1.501378566026687622e-01,8.357780575752258301e-01,9.511227719485759735e-03
4.042202590426313691e-07,1.504833757604018274e-10,9.989552497863769531e-01,1.477724111964562326e-07,1.044234726577997208e-03,3.653279989634938829e-08
9.994246959686279297e-01,1.021728834871282743e-08,8.134075869747903198e-06,1.194981669172534566e-09,9.459802896572000463e-08,5.670874961651861668e-04
1.829224705734988632e-12,9.992881417274475098e-01,9.977104697966865388e-10,3.100481990259140730e-06,9.477092532961250981e-08,7.086452096700668335e-04
2.458630358765506729e-13,9.995810389518737793e-01,1.752517853059742947e-10,1.036529965858790092e-06,2.350329175726528774e-08,4.178331873845309019e-04
2.647605512606787670e-08,9.168959856033325195e-01,1.705746370816996205e-07,6.448043131968006492e-05,2.851555291272234172e-05,8.301083743572235107e-02
8.294154946186793609e-11,9.919378161430358887e-01,8.136854523499437164e-10,1.753911419655196369e-06,1.225069325982985902e-07,8.060298860073089600e-03
8.563430979847908020e-03,1.704287081956863403e-01,9.704453870654106140e-03,4.302781447768211365e-02,9.440912306308746338e-02,6.738664507865905762e-01
5.981115009490167722e-06,1.896959533898012751e-10,9.996629953384399414e-01,7.906856325234912219e-08,3.307700681034475565e-04,1.215810101484748884e-07
9.968301653861999512e-01,7.193762598944886122e-07,2.605422050692141056e-04,2.878142879580991575e-07,7.521472525695571676e-06,2.900781808421015739e-03
3.656833432614803314e-03,3.974585235118865967e-01,3.422681940719485283e-03,5.377901718020439148e-02,3.055934980511665344e-02,5.111235976219177246e-01
7.551446742581902072e-06,2.393753311480395496e-05,6.713088601827621460e-03,2.475943975150585175e-02,9.673211574554443359e-01,1.174761680886149406e-03
