1.474469527602195740e-02,1.353656500577926636e-02,1.135009527206420898e-02,2.213774435222148895e-02,9.002457857131958008e-01,3.798504173755645752e-02
1.430645497748628259e-04,9.626193642616271973e-01,3.404251486063003540e-02,2.193012274801731110e-03,8.056254009716212749e-04,1.962814421858638525e-04
4.681968493969179690e-05,9.953578114509582520e-01,3.369439393281936646e-03,7.607960724271833897e-04,4.198989481665194035e-04,4.503193486016243696e-05
7.252141833305358887e-02,4.442780464887619019e-02,1.112060695886611938e-01,6.096479296684265137e-02,5.858631730079650879e-01,1.250167042016983032e-01
1.772527955472469330e-02,1.198154017329216003e-01,1.420801971107721329e-02,8.269653916358947754e-01,8.517042733728885651e-03,1.276878640055656433e-02
1.494850963354110718e-01,3.101226501166820526e-02,5.371056869626045227e-02,1.074306592345237732e-01,2.209354490041732788e-01,4.374259412288665771e-01
9.500367566943168640e-03,5.760044325143098831e-03,1.036126515828073025e-03,6.046063452959060669e-02,9.105335474014282227e-01,1.270930841565132141e-02
4.873973876237869263e-02,3.625442460179328918e-02,8.093341439962387085e-02,7.080122828483581543e-01,6.408955901861190796e-02,6.197063252329826355e-02
1.952322758734226227e-02,6.685218811035156250e-01,1.086564511060714722e-01,1.990149728953838348e-02,1.616074144840240479e-01,2.178953960537910461e-02
1.741201267577707767e-03,9.509035944938659668e-01,2.013126015663146973e-02,1.117670908570289612e-02,1.390325929969549179e-02,2.144067548215389252e-03
1.652701050043106079e-01,2.031430602073669434e-01,1.604769974946975708e-01,1.946116089820861816e-01,1.539325714111328125e-01,1.225657537579536438e-01
1.957045309245586395e-02,8.623013645410537720e-02,8.058328628540039062e-01,2.375765517354011536e-02,3.655427694320678711e-02,2.805455960333347321e-02
1.594099740032106638e-05,9.949461817741394043e-01,1.403596834279596806e-03,3.506982931867241859e-03,1.064043899532407522e-04,2.104460509144701064e-05
1.254143286496400833e-02,1.101450920104980469e-01,9.190492331981658936e-03,8.318778276443481445e-01,1.846420578658580780e-02,1.778089441359043121e-02
1.313193060923367739e-04,9.890822172164916992e-01,7.759723346680402756e-03,9.752640035003423691e-04,1.907206722535192966e-03,1.443720539100468159e-04
7.363456487655639648e-02,6.793322563171386719e-01,8.806245028972625732e-02,9.298612922430038452e-02,3.077088110148906708e-02,3.521369397640228271e-02
5.283509381115436554e-03,8.773815631866455078e-01,3.273184970021247864e-02,4.279026761651039124e-02,3.433479368686676025e-02,7.478114683181047440e-03
2.192847244441509247e-02,6.751577556133270264e-02,9.268272668123245239e-02,7.510797977447509766e-01,2.476651221513748169e-02,4.202667623758316040e-02
2.023359537124633789e-01,8.241632580757141113e-02,1.579668223857879639e-01,1.325954794883728027e-01,1.845032721757888794e-01,2.401821613311767578e-01
1.591670811176300049e-01,2.880193106830120087e-02,1.878139190375804901e-02,5.550765991210937500e-01,8.666253834962844849e-02,1.515104174613952637e-01
9.444991126656532288e-03,8.026141524314880371e-01,8.800531178712844849e-02,1.930529065430164337e-02,6.850451231002807617e-02,1.212581619620323181e-02
1.349212974309921265e-01,1.046452447772026062e-01,2.072800248861312866e-01,1.051135659217834473e-01,2.590234875679016113e-01,1.890164315700531006e-01
1.462044119834899902e-01,1.250346451997756958e-01,2.481845766305923462e-01,3.098673522472381592e-01,6.261920928955078125e-02,1.080898195505142212e-01
2.046309560537338257e-01,1.203850582242012024e-01,1.375193446874618530e-01,1.550394296646118164e-01,1.643517762422561646e-01,2.180734723806381226e-01
