1.109990850090980530e-02,1.565631031990051270e-01,5.324367433786392212e-03,1.950501091778278351e-02,4.529399424791336060e-02,7.622136473655700684e-01
9.999915361404418945e-01,3.865649553930206039e-12,1.625456436116223813e-09,1.517796169780635807e-13,6.240540636331948221e-12,8.506454832968302071e-06
3.869732096791267395e-02,1.097882515750825405e-03,4.206778407096862793e-01,5.146101582795381546e-03,4.189131557941436768e-01,1.154677197337150574e-01
4.858905595028772950e-05,1.584144047228619456e-04,8.746881969273090363e-03,6.810910999774932861e-02,9.185170531272888184e-01,4.419887904077768326e-03
1.096968327805869503e-12,9.994131326675415039e-01,7.171089277946407492e-10,2.326070443814387545e-06,6.563244880908314371e-08,5.843693506903946400e-04
1.188620171888032928e-05,4.832407648791559041e-05,9.160369634628295898e-03,2.499264292418956757e-02,9.640187621116638184e-01,1.768019166775047779e-03
9.999974966049194336e-01,4.723732798146695888e-13,5.347831066870867289e-10,1.622404874291813459e-14,8.337553737691738576e-13,2.547671783759142272e-06
7.314278072101387806e-09,4.103015670275933502e-13,9.999094009399414062e-01,1.761628287688665750e-09,9.061547461897134781e-05,1.846416214368318265e-10
1.994307467612088658e-06,1.454202980255558941e-08,9.826128482818603516e-01,7.557495337096042931e-06,1.737616583704948425e-02,1.356558982479327824e-06
9.999952316284179688e-01,1.557588259759601357e-12,9.407581380571627960e-10,5.611610893845042636e-14,2.309178239248699249e-12,4.798841018782695755e-06
6.014624215344710478e-11,9.976781010627746582e-01,7.399476142921912469e-09,1.245451949216658249e-05,5.609722961708030198e-07,2.308794762939214706e-03
8.560179471969604492e-01,2.008513547480106354e-05,4.278468622942455113e-06,1.220905829768526019e-07,1.360263240712811239e-06,1.439562290906906128e-01
9.999957084655761719e-01,1.434261563681982210e-12,1.536092475440398175e-09,5.916755529532941038e-14,2.802086037159701171e-12,4.241653641656739637e-06
1.367723234579898417e-05,6.404068699339404702e-05,2.348855882883071899e-02,1.385913230478763580e-02,9.608843922615051270e-01,1.690246979705989361e-03
4.982285574078559875e-02,1.119580492377281189e-01,1.102482993155717850e-02,2.013290859758853912e-02,4.312631487846374512e-02,7.639350295066833496e-01
1.558410003781318665e-03,3.759391140192747116e-03,4.537388309836387634e-02,1.404704153537750244e-01,7.751397490501403809e-01,3.369814530014991760e-02
1.094804378226399422e-03,1.697317929938435555e-03,1.086879288777709007e-03,7.726583480834960938e-01,2.023518085479736328e-01,2.111076749861240387e-02
1.689100172370672226e-04,8.729951223358511925e-04,3.806994482874870300e-02,3.360502049326896667e-02,9.161732792854309082e-01,1.110985875129699707e-02
2.084662303891704482e-12,9.982597231864929199e-01,9.828437369518994160e-11,7.195880584731639829e-07,2.331529636023788044e-08,1.739550963975489140e-03
5.193562246859073639e-04,4.003420174121856689e-01,2.045255154371261597e-03,4.156030714511871338e-02,5.073826014995574951e-02,5.047947764396667480e-01
9.999964237213134766e-01,9.533279114043446967e-13,7.521732126036795307e-10,3.333752273803475275e-14,1.474888028547838292e-12,3.592915845729294233e-06
2.870056903248041635e-07,2.174861679637984935e-11,9.997795224189758301e-01,2.287500677766729495e-08,2.203032054239884019e-04,7.781137512097302533e-09
1.844511920978675334e-08,9.114274005656008981e-13,9.998970031738281250e-01,2.883274730081097914e-09,1.030139756039716303e-04,4.331733305384943833e-10
3.316380025353282690e-04,6.339834537357091904e-03,7.953203748911619186e-04,7.700116038322448730e-01,1.851444393396377563e-01,3.737715631723403931e-02
8.471102291851551058e-12,9.965779185295104980e-01,4.411065290810256556e-09,5.056424924987368286e-05,2.873083531085285358e-06,3.368645906448364258e-03
1.038154065608978271e-01,8.539840579032897949e-02,1.316637694835662842e-01,1.743912547826766968e-01,2.363910377025604248e-01,2.683401703834533691e-01
1.891837688162922859e-03,9.057908318936824799e-04,3.273312747478485107e-01,1.504352595657110214e-02,6.380062103271484375e-01,1.682144217193126678e-02
8.199734793379320763e-07,3.283372789155691862e-04,5.526946624740958214e-04,1.294715106487274170e-01,8.645760416984558105e-01,5.070636514574289322e-03
2.694271097425371408e-05,3.151793862343765795e-05,3.338857367634773254e-02,1.497895456850528717e-02,9.502648115158081055e-01,1.309226616285741329e-03
7.832180000041932821e-13,9.992648959159851074e-01,1.362209928190694086e-10,1.093642026717134286e-06,2.505036178490627208e-08,7.339825388044118881e-04
9.844889640808105469e-01,4.961936156178126112e-06,6.585767550859600306e-05,7.150767373786948156e-07,1.005903868644963950e-05,1.542952377349138260e-02
9.999877214431762695e-01,1.029951471331891355e-11,5.519738000003826528e-09,5.201191582461517360e-13,1.979279413977241830e-11,1.232694285135949031e-05
8.683005034981761128e-07,6.965170200601278339e-07,8.986371010541915894e-02,1.007362036034464836e-03,9.090674519538879395e-01,5.992384831188246608e-05
4.982285574078559875e-02,1.119580492377281189e-01,1.102482993155717850e-02,2.013290859758853912e-02,4.312631487846374512e-02,7.639350295066833496e-01
4.982285574078559875e-02,1.119580492377281189e-01,1.102482993155717850e-02,2.013290859758853912e-02,4.312631487846374512e-02,7.639350295066833496e-01
7.747749090194702148e-01,2.351084986003115773e-04,1.287263876292854548e-04,9.679241884441580623e-06,7.463133078999817371e-05,2.247768938541412354e-01
1.406853366442417652e-11,9.984630346298217773e-01,2.296072221241729494e-09,6.015434792061569169e-06,2.210924350265486282e-07,1.530649489723145962e-03
2.425309037789702415e-03,3.339172899723052979e-02,8.049648255109786987e-03,4.709720909595489502e-01,3.479914665222167969e-01,1.371698379516601562e-01
7.390240739368891809e-07,1.952061211341060698e-06,8.008688688278198242e-03,4.515634384006261826e-03,9.872849583625793457e-01,1.879589981399476528e-04
9.999951124191284180e-01,1.742663413746570189e-12,1.586137554632216506e-09,7.189114212789726732e-14,3.287404203022870064e-12,4.837668257096083835e-06
4.982285574078559875e-02,1.119580492377281189e-01,1.102482993155717850e-02,2.013290859758853912e-02,4.312631487846374512e-02,7.639350295066833496e-01
1.712351593852190490e-09,9.935396313667297363e-01,2.616121719256625511e-07,2.521495334804058075e-04,1.400695055053802207e-05,6.193954963237047195e-03
4.982285574078559875e-02,1.119580492377281189e-01,1.102482993155717850e-02,2.013290859758853912e-02,4.312631487846374512e-02,7.639350295066833496e-01
4.875398799777030945e-02,8.963802456855773926e-02,9.139825589954853058e-03,1.517458818852901459e-02,3.975237160921096802e-02,7.975411415100097656e-01
4.577895160764455795e-03,4.438502073753625154e-04,4.429046213626861572e-01,4.914131481200456619e-03,5.182124972343444824e-01,2.894699014723300934e-02
1.370242017628697795e-07,1.668475774208033613e-11,9.997739195823669434e-01,2.072877514081028494e-08,2.259708562633022666e-04,4.518640572825916024e-09
5.178438425064086914e-01,5.577075760811567307e-03,1.181473657488822937e-01,7.515486329793930054e-03,7.118903100490570068e-02,2.797271311283111572e-01
8.643633918836712837e-04,1.007513290574024722e-07,9.934948086738586426e-01,6.487122391263255849e-06,5.554590839892625809e-03,7.971481682034209371e-05
9.999969005584716797e-01,7.302871957333423314e-13,6.442694711061847102e-10,2.484254121859486020e-14,1.132511510786027298e-12,3.074574806305463426e-06
8.751307512856743021e-13,9.994558691978454590e-01,6.263048968335738209e-10,2.210234242738806643e-06,6.240257022227524430e-08,5.417146021500229836e-04
3.504003077275941180e-12,9.988259673118591309e-01,6.982878719696827829e-10,3.396258534849039279e-06,1.130871112309250748e-07,1.170495292171835899e-03
